sample_key,source,source_split,output_split,sample_id,image_path,mask_path,non_ignore_ratio
rellis3d/00002/frame001217-1581797272_109,rellis3d,train,train,00002/frame001217-1581797272_109,images/rellis3d/00002/frame001217-1581797272_109.jpg,masks/rellis3d/00002/frame001217-1581797272_109.png,1.00000000
rellis3d/00002/frame001219-1581797272_309,rellis3d,train,train,00002/frame001219-1581797272_309,images/rellis3d/00002/frame001219-1581797272_309.jpg,masks/rellis3d/00002/frame001219-1581797272_309.png,1.00000000
rellis3d/00002/frame001221-1581797272_509,rellis3d,train,train,00002/frame001221-1581797272_509,images/rellis3d/00002/frame001221-1581797272_509.jpg,masks/rellis3d/00002/frame001221-1581797272_509.png,1.00000000
rellis3d/00002/frame001223-1581797272_709,rellis3d,train,train,00002/frame001223-1581797272_709,images/rellis3d/00002/frame001223-1581797272_709.jpg,masks/rellis3d/00002/frame001223-1581797272_709.png,1.00000000
rellis3d/00002/frame001225-1581797272_909,rellis3d,train,train,00002/frame001225-1581797272_909,images/rellis3d/00002/frame001225-1581797272_909.jpg,masks/rellis3d/00002/frame001225-1581797272_909.png,1.00000000
rellis3d/00002/frame001227-1581797273_109,rellis3d,train,train,00002/frame001227-1581797273_109,images/rellis3d/00002/frame001227-1581797273_109.jpg,masks/rellis3d/00002/frame001227-1581797273_109.png,1.00000000
rellis3d/00002/frame001229-1581797273_309,rellis3d,train,train,00002/frame001229-1581797273_309,images/rellis3d/00002/frame001229-1581797273_309.jpg,masks/rellis3d/00002/frame001229-1581797273_309.png,1.00000000
rellis3d/00002/frame001231-1581797273_509,rellis3d,train,train,00002/frame001231-1581797273_509,images/rellis3d/00002/frame001231-1581797273_509.jpg,masks/rellis3d/00002/frame001231-1581797273_509.png,1.00000000
rellis3d/00002/frame001233-1581797273_709,rellis3d,train,train,00002/frame001233-1581797273_709,images/rellis3d/00002/frame001233-1581797273_709.jpg,masks/rellis3d/00002/frame001233-1581797273_709.png,1.00000000
rellis3d/00002/frame001235-1581797273_909,rellis3d,train,train,00002/frame001235-1581797273_909,images/rellis3d/00002/frame001235-1581797273_909.jpg,masks/rellis3d/00002/frame001235-1581797273_909.png,1.00000000
rellis3d/00002/frame001237-1581797274_109,rellis3d,train,train,00002/frame001237-1581797274_109,images/rellis3d/00002/frame001237-1581797274_109.jpg,masks/rellis3d/00002/frame001237-1581797274_109.png,1.00000000
rellis3d/00002/frame001239-1581797274_309,rellis3d,train,train,00002/frame001239-1581797274_309,images/rellis3d/00002/frame001239-1581797274_309.jpg,masks/rellis3d/00002/frame001239-1581797274_309.png,1.00000000
rellis3d/00002/frame001241-1581797274_509,rellis3d,train,train,00002/frame001241-1581797274_509,images/rellis3d/00002/frame001241-1581797274_509.jpg,masks/rellis3d/00002/frame001241-1581797274_509.png,1.00000000
rellis3d/00002/frame001243-1581797274_709,rellis3d,train,train,00002/frame001243-1581797274_709,images/rellis3d/00002/frame001243-1581797274_709.jpg,masks/rellis3d/00002/frame001243-1581797274_709.png,1.00000000
rellis3d/00002/frame001245-1581797274_910,rellis3d,train,train,00002/frame001245-1581797274_910,images/rellis3d/00002/frame001245-1581797274_910.jpg,masks/rellis3d/00002/frame001245-1581797274_910.png,1.00000000
rellis3d/00002/frame001247-1581797275_109,rellis3d,train,train,00002/frame001247-1581797275_109,images/rellis3d/00002/frame001247-1581797275_109.jpg,masks/rellis3d/00002/frame001247-1581797275_109.png,1.00000000
rellis3d/00002/frame001249-1581797275_309,rellis3d,train,train,00002/frame001249-1581797275_309,images/rellis3d/00002/frame001249-1581797275_309.jpg,masks/rellis3d/00002/frame001249-1581797275_309.png,1.00000000
rellis3d/00002/frame001251-1581797275_509,rellis3d,train,train,00002/frame001251-1581797275_509,images/rellis3d/00002/frame001251-1581797275_509.jpg,masks/rellis3d/00002/frame001251-1581797275_509.png,1.00000000
rellis3d/00002/frame001253-1581797275_709,rellis3d,train,train,00002/frame001253-1581797275_709,images/rellis3d/00002/frame001253-1581797275_709.jpg,masks/rellis3d/00002/frame001253-1581797275_709.png,1.00000000
rellis3d/00002/frame001255-1581797275_909,rellis3d,train,train,00002/frame001255-1581797275_909,images/rellis3d/00002/frame001255-1581797275_909.jpg,masks/rellis3d/00002/frame001255-1581797275_909.png,1.00000000
rellis3d/00002/frame001257-1581797276_109,rellis3d,train,train,00002/frame001257-1581797276_109,images/rellis3d/00002/frame001257-1581797276_109.jpg,masks/rellis3d/00002/frame001257-1581797276_109.png,1.00000000
rellis3d/00002/frame001259-1581797276_311,rellis3d,train,train,00002/frame001259-1581797276_311,images/rellis3d/00002/frame001259-1581797276_311.jpg,masks/rellis3d/00002/frame001259-1581797276_311.png,1.00000000
rellis3d/00002/frame001261-1581797276_509,rellis3d,train,train,00002/frame001261-1581797276_509,images/rellis3d/00002/frame001261-1581797276_509.jpg,masks/rellis3d/00002/frame001261-1581797276_509.png,1.00000000
rellis3d/00002/frame001263-1581797276_709,rellis3d,train,train,00002/frame001263-1581797276_709,images/rellis3d/00002/frame001263-1581797276_709.jpg,masks/rellis3d/00002/frame001263-1581797276_709.png,1.00000000
rellis3d/00002/frame001265-1581797276_909,rellis3d,train,train,00002/frame001265-1581797276_909,images/rellis3d/00002/frame001265-1581797276_909.jpg,masks/rellis3d/00002/frame001265-1581797276_909.png,1.00000000
rellis3d/00002/frame001267-1581797277_109,rellis3d,train,train,00002/frame001267-1581797277_109,images/rellis3d/00002/frame001267-1581797277_109.jpg,masks/rellis3d/00002/frame001267-1581797277_109.png,1.00000000
rellis3d/00002/frame001269-1581797277_309,rellis3d,train,train,00002/frame001269-1581797277_309,images/rellis3d/00002/frame001269-1581797277_309.jpg,masks/rellis3d/00002/frame001269-1581797277_309.png,1.00000000
rellis3d/00002/frame001271-1581797277_509,rellis3d,train,train,00002/frame001271-1581797277_509,images/rellis3d/00002/frame001271-1581797277_509.jpg,masks/rellis3d/00002/frame001271-1581797277_509.png,1.00000000
rellis3d/00002/frame001273-1581797277_709,rellis3d,train,train,00002/frame001273-1581797277_709,images/rellis3d/00002/frame001273-1581797277_709.jpg,masks/rellis3d/00002/frame001273-1581797277_709.png,1.00000000
rellis3d/00002/frame001275-1581797277_909,rellis3d,train,train,00002/frame001275-1581797277_909,images/rellis3d/00002/frame001275-1581797277_909.jpg,masks/rellis3d/00002/frame001275-1581797277_909.png,1.00000000
rellis3d/00002/frame001277-1581797278_109,rellis3d,train,train,00002/frame001277-1581797278_109,images/rellis3d/00002/frame001277-1581797278_109.jpg,masks/rellis3d/00002/frame001277-1581797278_109.png,1.00000000
rellis3d/00002/frame001279-1581797278_309,rellis3d,train,train,00002/frame001279-1581797278_309,images/rellis3d/00002/frame001279-1581797278_309.jpg,masks/rellis3d/00002/frame001279-1581797278_309.png,1.00000000
rellis3d/00002/frame001281-1581797278_509,rellis3d,train,train,00002/frame001281-1581797278_509,images/rellis3d/00002/frame001281-1581797278_509.jpg,masks/rellis3d/00002/frame001281-1581797278_509.png,1.00000000
rellis3d/00002/frame001283-1581797278_709,rellis3d,train,train,00002/frame001283-1581797278_709,images/rellis3d/00002/frame001283-1581797278_709.jpg,masks/rellis3d/00002/frame001283-1581797278_709.png,1.00000000
rellis3d/00002/frame001285-1581797278_909,rellis3d,train,train,00002/frame001285-1581797278_909,images/rellis3d/00002/frame001285-1581797278_909.jpg,masks/rellis3d/00002/frame001285-1581797278_909.png,1.00000000
rellis3d/00002/frame001287-1581797279_109,rellis3d,train,train,00002/frame001287-1581797279_109,images/rellis3d/00002/frame001287-1581797279_109.jpg,masks/rellis3d/00002/frame001287-1581797279_109.png,1.00000000
rellis3d/00002/frame001289-1581797279_309,rellis3d,train,train,00002/frame001289-1581797279_309,images/rellis3d/00002/frame001289-1581797279_309.jpg,masks/rellis3d/00002/frame001289-1581797279_309.png,1.00000000
rellis3d/00002/frame001291-1581797279_509,rellis3d,train,train,00002/frame001291-1581797279_509,images/rellis3d/00002/frame001291-1581797279_509.jpg,masks/rellis3d/00002/frame001291-1581797279_509.png,1.00000000
rellis3d/00002/frame001293-1581797279_709,rellis3d,train,train,00002/frame001293-1581797279_709,images/rellis3d/00002/frame001293-1581797279_709.jpg,masks/rellis3d/00002/frame001293-1581797279_709.png,1.00000000
rellis3d/00002/frame001295-1581797279_909,rellis3d,train,train,00002/frame001295-1581797279_909,images/rellis3d/00002/frame001295-1581797279_909.jpg,masks/rellis3d/00002/frame001295-1581797279_909.png,1.00000000
rellis3d/00002/frame001297-1581797280_109,rellis3d,train,train,00002/frame001297-1581797280_109,images/rellis3d/00002/frame001297-1581797280_109.jpg,masks/rellis3d/00002/frame001297-1581797280_109.png,1.00000000
rellis3d/00002/frame001299-1581797280_309,rellis3d,train,train,00002/frame001299-1581797280_309,images/rellis3d/00002/frame001299-1581797280_309.jpg,masks/rellis3d/00002/frame001299-1581797280_309.png,1.00000000
rellis3d/00002/frame001301-1581797280_509,rellis3d,train,train,00002/frame001301-1581797280_509,images/rellis3d/00002/frame001301-1581797280_509.jpg,masks/rellis3d/00002/frame001301-1581797280_509.png,1.00000000
rellis3d/00002/frame001303-1581797280_709,rellis3d,train,train,00002/frame001303-1581797280_709,images/rellis3d/00002/frame001303-1581797280_709.jpg,masks/rellis3d/00002/frame001303-1581797280_709.png,1.00000000
rellis3d/00002/frame001305-1581797280_909,rellis3d,train,train,00002/frame001305-1581797280_909,images/rellis3d/00002/frame001305-1581797280_909.jpg,masks/rellis3d/00002/frame001305-1581797280_909.png,1.00000000
rellis3d/00002/frame001307-1581797281_110,rellis3d,train,train,00002/frame001307-1581797281_110,images/rellis3d/00002/frame001307-1581797281_110.jpg,masks/rellis3d/00002/frame001307-1581797281_110.png,1.00000000
rellis3d/00002/frame001309-1581797281_309,rellis3d,train,train,00002/frame001309-1581797281_309,images/rellis3d/00002/frame001309-1581797281_309.jpg,masks/rellis3d/00002/frame001309-1581797281_309.png,1.00000000
rellis3d/00002/frame001311-1581797281_509,rellis3d,train,train,00002/frame001311-1581797281_509,images/rellis3d/00002/frame001311-1581797281_509.jpg,masks/rellis3d/00002/frame001311-1581797281_509.png,1.00000000
rellis3d/00002/frame001313-1581797281_709,rellis3d,train,train,00002/frame001313-1581797281_709,images/rellis3d/00002/frame001313-1581797281_709.jpg,masks/rellis3d/00002/frame001313-1581797281_709.png,1.00000000
rellis3d/00002/frame001315-1581797281_909,rellis3d,train,train,00002/frame001315-1581797281_909,images/rellis3d/00002/frame001315-1581797281_909.jpg,masks/rellis3d/00002/frame001315-1581797281_909.png,1.00000000
rellis3d/00002/frame001317-1581797282_109,rellis3d,train,train,00002/frame001317-1581797282_109,images/rellis3d/00002/frame001317-1581797282_109.jpg,masks/rellis3d/00002/frame001317-1581797282_109.png,1.00000000
rellis3d/00002/frame001319-1581797282_309,rellis3d,train,train,00002/frame001319-1581797282_309,images/rellis3d/00002/frame001319-1581797282_309.jpg,masks/rellis3d/00002/frame001319-1581797282_309.png,1.00000000
rellis3d/00002/frame001321-1581797282_509,rellis3d,train,train,00002/frame001321-1581797282_509,images/rellis3d/00002/frame001321-1581797282_509.jpg,masks/rellis3d/00002/frame001321-1581797282_509.png,1.00000000
rellis3d/00002/frame001323-1581797282_709,rellis3d,train,train,00002/frame001323-1581797282_709,images/rellis3d/00002/frame001323-1581797282_709.jpg,masks/rellis3d/00002/frame001323-1581797282_709.png,1.00000000
rellis3d/00002/frame001325-1581797282_909,rellis3d,train,train,00002/frame001325-1581797282_909,images/rellis3d/00002/frame001325-1581797282_909.jpg,masks/rellis3d/00002/frame001325-1581797282_909.png,1.00000000
rellis3d/00002/frame001327-1581797283_109,rellis3d,train,train,00002/frame001327-1581797283_109,images/rellis3d/00002/frame001327-1581797283_109.jpg,masks/rellis3d/00002/frame001327-1581797283_109.png,1.00000000
rellis3d/00002/frame001329-1581797283_309,rellis3d,train,train,00002/frame001329-1581797283_309,images/rellis3d/00002/frame001329-1581797283_309.jpg,masks/rellis3d/00002/frame001329-1581797283_309.png,1.00000000
rellis3d/00002/frame001331-1581797283_509,rellis3d,train,train,00002/frame001331-1581797283_509,images/rellis3d/00002/frame001331-1581797283_509.jpg,masks/rellis3d/00002/frame001331-1581797283_509.png,1.00000000
rellis3d/00002/frame001333-1581797283_709,rellis3d,train,train,00002/frame001333-1581797283_709,images/rellis3d/00002/frame001333-1581797283_709.jpg,masks/rellis3d/00002/frame001333-1581797283_709.png,1.00000000
rellis3d/00002/frame001335-1581797283_909,rellis3d,train,train,00002/frame001335-1581797283_909,images/rellis3d/00002/frame001335-1581797283_909.jpg,masks/rellis3d/00002/frame001335-1581797283_909.png,1.00000000
rellis3d/00002/frame001337-1581797284_109,rellis3d,train,train,00002/frame001337-1581797284_109,images/rellis3d/00002/frame001337-1581797284_109.jpg,masks/rellis3d/00002/frame001337-1581797284_109.png,1.00000000
rellis3d/00002/frame001339-1581797284_309,rellis3d,train,train,00002/frame001339-1581797284_309,images/rellis3d/00002/frame001339-1581797284_309.jpg,masks/rellis3d/00002/frame001339-1581797284_309.png,1.00000000
rellis3d/00002/frame001341-1581797284_509,rellis3d,train,train,00002/frame001341-1581797284_509,images/rellis3d/00002/frame001341-1581797284_509.jpg,masks/rellis3d/00002/frame001341-1581797284_509.png,1.00000000
rellis3d/00002/frame001343-1581797284_709,rellis3d,train,train,00002/frame001343-1581797284_709,images/rellis3d/00002/frame001343-1581797284_709.jpg,masks/rellis3d/00002/frame001343-1581797284_709.png,1.00000000
rellis3d/00002/frame001345-1581797284_909,rellis3d,train,train,00002/frame001345-1581797284_909,images/rellis3d/00002/frame001345-1581797284_909.jpg,masks/rellis3d/00002/frame001345-1581797284_909.png,1.00000000
rellis3d/00002/frame001347-1581797285_109,rellis3d,train,train,00002/frame001347-1581797285_109,images/rellis3d/00002/frame001347-1581797285_109.jpg,masks/rellis3d/00002/frame001347-1581797285_109.png,1.00000000
rellis3d/00002/frame001349-1581797285_309,rellis3d,train,train,00002/frame001349-1581797285_309,images/rellis3d/00002/frame001349-1581797285_309.jpg,masks/rellis3d/00002/frame001349-1581797285_309.png,1.00000000
rellis3d/00002/frame001351-1581797285_509,rellis3d,train,train,00002/frame001351-1581797285_509,images/rellis3d/00002/frame001351-1581797285_509.jpg,masks/rellis3d/00002/frame001351-1581797285_509.png,1.00000000
rellis3d/00002/frame001353-1581797285_709,rellis3d,train,train,00002/frame001353-1581797285_709,images/rellis3d/00002/frame001353-1581797285_709.jpg,masks/rellis3d/00002/frame001353-1581797285_709.png,1.00000000
rellis3d/00002/frame001355-1581797285_909,rellis3d,train,train,00002/frame001355-1581797285_909,images/rellis3d/00002/frame001355-1581797285_909.jpg,masks/rellis3d/00002/frame001355-1581797285_909.png,1.00000000
rellis3d/00002/frame001357-1581797286_109,rellis3d,train,train,00002/frame001357-1581797286_109,images/rellis3d/00002/frame001357-1581797286_109.jpg,masks/rellis3d/00002/frame001357-1581797286_109.png,1.00000000
rellis3d/00002/frame001359-1581797286_309,rellis3d,train,train,00002/frame001359-1581797286_309,images/rellis3d/00002/frame001359-1581797286_309.jpg,masks/rellis3d/00002/frame001359-1581797286_309.png,1.00000000
rellis3d/00002/frame001361-1581797286_509,rellis3d,train,train,00002/frame001361-1581797286_509,images/rellis3d/00002/frame001361-1581797286_509.jpg,masks/rellis3d/00002/frame001361-1581797286_509.png,1.00000000
rellis3d/00002/frame001363-1581797286_709,rellis3d,train,train,00002/frame001363-1581797286_709,images/rellis3d/00002/frame001363-1581797286_709.jpg,masks/rellis3d/00002/frame001363-1581797286_709.png,1.00000000
rellis3d/00002/frame001365-1581797286_909,rellis3d,train,train,00002/frame001365-1581797286_909,images/rellis3d/00002/frame001365-1581797286_909.jpg,masks/rellis3d/00002/frame001365-1581797286_909.png,1.00000000
rellis3d/00002/frame001367-1581797287_110,rellis3d,train,train,00002/frame001367-1581797287_110,images/rellis3d/00002/frame001367-1581797287_110.jpg,masks/rellis3d/00002/frame001367-1581797287_110.png,1.00000000
rellis3d/00002/frame001369-1581797287_309,rellis3d,train,train,00002/frame001369-1581797287_309,images/rellis3d/00002/frame001369-1581797287_309.jpg,masks/rellis3d/00002/frame001369-1581797287_309.png,1.00000000
rellis3d/00002/frame001371-1581797287_510,rellis3d,train,train,00002/frame001371-1581797287_510,images/rellis3d/00002/frame001371-1581797287_510.jpg,masks/rellis3d/00002/frame001371-1581797287_510.png,1.00000000
rellis3d/00002/frame001373-1581797287_709,rellis3d,train,train,00002/frame001373-1581797287_709,images/rellis3d/00002/frame001373-1581797287_709.jpg,masks/rellis3d/00002/frame001373-1581797287_709.png,1.00000000
rellis3d/00002/frame001375-1581797287_909,rellis3d,train,train,00002/frame001375-1581797287_909,images/rellis3d/00002/frame001375-1581797287_909.jpg,masks/rellis3d/00002/frame001375-1581797287_909.png,1.00000000
rellis3d/00002/frame001377-1581797288_109,rellis3d,train,train,00002/frame001377-1581797288_109,images/rellis3d/00002/frame001377-1581797288_109.jpg,masks/rellis3d/00002/frame001377-1581797288_109.png,1.00000000
rellis3d/00002/frame001379-1581797288_309,rellis3d,train,train,00002/frame001379-1581797288_309,images/rellis3d/00002/frame001379-1581797288_309.jpg,masks/rellis3d/00002/frame001379-1581797288_309.png,1.00000000
rellis3d/00002/frame001381-1581797288_509,rellis3d,train,train,00002/frame001381-1581797288_509,images/rellis3d/00002/frame001381-1581797288_509.jpg,masks/rellis3d/00002/frame001381-1581797288_509.png,1.00000000
rellis3d/00002/frame001383-1581797288_709,rellis3d,train,train,00002/frame001383-1581797288_709,images/rellis3d/00002/frame001383-1581797288_709.jpg,masks/rellis3d/00002/frame001383-1581797288_709.png,1.00000000
rellis3d/00002/frame001385-1581797288_909,rellis3d,train,train,00002/frame001385-1581797288_909,images/rellis3d/00002/frame001385-1581797288_909.jpg,masks/rellis3d/00002/frame001385-1581797288_909.png,1.00000000
rellis3d/00002/frame001387-1581797289_109,rellis3d,train,train,00002/frame001387-1581797289_109,images/rellis3d/00002/frame001387-1581797289_109.jpg,masks/rellis3d/00002/frame001387-1581797289_109.png,1.00000000
rellis3d/00002/frame001389-1581797289_309,rellis3d,train,train,00002/frame001389-1581797289_309,images/rellis3d/00002/frame001389-1581797289_309.jpg,masks/rellis3d/00002/frame001389-1581797289_309.png,1.00000000
rellis3d/00002/frame001391-1581797289_509,rellis3d,train,train,00002/frame001391-1581797289_509,images/rellis3d/00002/frame001391-1581797289_509.jpg,masks/rellis3d/00002/frame001391-1581797289_509.png,1.00000000
rellis3d/00002/frame001393-1581797289_709,rellis3d,train,train,00002/frame001393-1581797289_709,images/rellis3d/00002/frame001393-1581797289_709.jpg,masks/rellis3d/00002/frame001393-1581797289_709.png,1.00000000
rellis3d/00002/frame001395-1581797289_909,rellis3d,train,train,00002/frame001395-1581797289_909,images/rellis3d/00002/frame001395-1581797289_909.jpg,masks/rellis3d/00002/frame001395-1581797289_909.png,1.00000000
rellis3d/00002/frame001397-1581797290_109,rellis3d,train,train,00002/frame001397-1581797290_109,images/rellis3d/00002/frame001397-1581797290_109.jpg,masks/rellis3d/00002/frame001397-1581797290_109.png,1.00000000
rellis3d/00002/frame001399-1581797290_309,rellis3d,train,train,00002/frame001399-1581797290_309,images/rellis3d/00002/frame001399-1581797290_309.jpg,masks/rellis3d/00002/frame001399-1581797290_309.png,1.00000000
rellis3d/00002/frame001401-1581797290_509,rellis3d,train,train,00002/frame001401-1581797290_509,images/rellis3d/00002/frame001401-1581797290_509.jpg,masks/rellis3d/00002/frame001401-1581797290_509.png,1.00000000
rellis3d/00002/frame001403-1581797290_709,rellis3d,train,train,00002/frame001403-1581797290_709,images/rellis3d/00002/frame001403-1581797290_709.jpg,masks/rellis3d/00002/frame001403-1581797290_709.png,1.00000000
rellis3d/00002/frame001405-1581797290_909,rellis3d,train,train,00002/frame001405-1581797290_909,images/rellis3d/00002/frame001405-1581797290_909.jpg,masks/rellis3d/00002/frame001405-1581797290_909.png,1.00000000
rellis3d/00002/frame001407-1581797291_109,rellis3d,train,train,00002/frame001407-1581797291_109,images/rellis3d/00002/frame001407-1581797291_109.jpg,masks/rellis3d/00002/frame001407-1581797291_109.png,1.00000000
rellis3d/00002/frame001409-1581797291_309,rellis3d,train,train,00002/frame001409-1581797291_309,images/rellis3d/00002/frame001409-1581797291_309.jpg,masks/rellis3d/00002/frame001409-1581797291_309.png,1.00000000
rellis3d/00002/frame001411-1581797291_509,rellis3d,train,train,00002/frame001411-1581797291_509,images/rellis3d/00002/frame001411-1581797291_509.jpg,masks/rellis3d/00002/frame001411-1581797291_509.png,1.00000000
rellis3d/00002/frame001413-1581797291_709,rellis3d,train,train,00002/frame001413-1581797291_709,images/rellis3d/00002/frame001413-1581797291_709.jpg,masks/rellis3d/00002/frame001413-1581797291_709.png,1.00000000
rellis3d/00002/frame001415-1581797291_909,rellis3d,train,train,00002/frame001415-1581797291_909,images/rellis3d/00002/frame001415-1581797291_909.jpg,masks/rellis3d/00002/frame001415-1581797291_909.png,1.00000000
rellis3d/00002/frame001417-1581797292_109,rellis3d,train,train,00002/frame001417-1581797292_109,images/rellis3d/00002/frame001417-1581797292_109.jpg,masks/rellis3d/00002/frame001417-1581797292_109.png,1.00000000
rellis3d/00002/frame001419-1581797292_309,rellis3d,train,train,00002/frame001419-1581797292_309,images/rellis3d/00002/frame001419-1581797292_309.jpg,masks/rellis3d/00002/frame001419-1581797292_309.png,1.00000000
rellis3d/00002/frame001421-1581797292_509,rellis3d,train,train,00002/frame001421-1581797292_509,images/rellis3d/00002/frame001421-1581797292_509.jpg,masks/rellis3d/00002/frame001421-1581797292_509.png,1.00000000
rellis3d/00002/frame001423-1581797292_709,rellis3d,train,train,00002/frame001423-1581797292_709,images/rellis3d/00002/frame001423-1581797292_709.jpg,masks/rellis3d/00002/frame001423-1581797292_709.png,1.00000000
rellis3d/00002/frame001425-1581797292_909,rellis3d,train,train,00002/frame001425-1581797292_909,images/rellis3d/00002/frame001425-1581797292_909.jpg,masks/rellis3d/00002/frame001425-1581797292_909.png,1.00000000
rellis3d/00002/frame001427-1581797293_109,rellis3d,train,train,00002/frame001427-1581797293_109,images/rellis3d/00002/frame001427-1581797293_109.jpg,masks/rellis3d/00002/frame001427-1581797293_109.png,1.00000000
rellis3d/00002/frame001429-1581797293_309,rellis3d,train,train,00002/frame001429-1581797293_309,images/rellis3d/00002/frame001429-1581797293_309.jpg,masks/rellis3d/00002/frame001429-1581797293_309.png,1.00000000
rellis3d/00002/frame001431-1581797293_509,rellis3d,train,train,00002/frame001431-1581797293_509,images/rellis3d/00002/frame001431-1581797293_509.jpg,masks/rellis3d/00002/frame001431-1581797293_509.png,1.00000000
rellis3d/00002/frame001433-1581797293_709,rellis3d,train,train,00002/frame001433-1581797293_709,images/rellis3d/00002/frame001433-1581797293_709.jpg,masks/rellis3d/00002/frame001433-1581797293_709.png,1.00000000
rellis3d/00002/frame001435-1581797293_909,rellis3d,train,train,00002/frame001435-1581797293_909,images/rellis3d/00002/frame001435-1581797293_909.jpg,masks/rellis3d/00002/frame001435-1581797293_909.png,1.00000000
rellis3d/00002/frame001437-1581797294_109,rellis3d,train,train,00002/frame001437-1581797294_109,images/rellis3d/00002/frame001437-1581797294_109.jpg,masks/rellis3d/00002/frame001437-1581797294_109.png,1.00000000
rellis3d/00002/frame001439-1581797294_309,rellis3d,train,train,00002/frame001439-1581797294_309,images/rellis3d/00002/frame001439-1581797294_309.jpg,masks/rellis3d/00002/frame001439-1581797294_309.png,1.00000000
rellis3d/00002/frame001441-1581797294_509,rellis3d,train,train,00002/frame001441-1581797294_509,images/rellis3d/00002/frame001441-1581797294_509.jpg,masks/rellis3d/00002/frame001441-1581797294_509.png,1.00000000
rellis3d/00002/frame001443-1581797294_709,rellis3d,train,train,00002/frame001443-1581797294_709,images/rellis3d/00002/frame001443-1581797294_709.jpg,masks/rellis3d/00002/frame001443-1581797294_709.png,1.00000000
rellis3d/00002/frame001445-1581797294_909,rellis3d,train,train,00002/frame001445-1581797294_909,images/rellis3d/00002/frame001445-1581797294_909.jpg,masks/rellis3d/00002/frame001445-1581797294_909.png,1.00000000
rellis3d/00002/frame001447-1581797295_109,rellis3d,train,train,00002/frame001447-1581797295_109,images/rellis3d/00002/frame001447-1581797295_109.jpg,masks/rellis3d/00002/frame001447-1581797295_109.png,1.00000000
rellis3d/00002/frame001449-1581797295_309,rellis3d,train,train,00002/frame001449-1581797295_309,images/rellis3d/00002/frame001449-1581797295_309.jpg,masks/rellis3d/00002/frame001449-1581797295_309.png,1.00000000
rellis3d/00002/frame001451-1581797295_509,rellis3d,train,train,00002/frame001451-1581797295_509,images/rellis3d/00002/frame001451-1581797295_509.jpg,masks/rellis3d/00002/frame001451-1581797295_509.png,1.00000000
rellis3d/00002/frame001453-1581797295_709,rellis3d,train,train,00002/frame001453-1581797295_709,images/rellis3d/00002/frame001453-1581797295_709.jpg,masks/rellis3d/00002/frame001453-1581797295_709.png,1.00000000
rellis3d/00002/frame001455-1581797295_909,rellis3d,train,train,00002/frame001455-1581797295_909,images/rellis3d/00002/frame001455-1581797295_909.jpg,masks/rellis3d/00002/frame001455-1581797295_909.png,1.00000000
rellis3d/00002/frame001457-1581797296_109,rellis3d,train,train,00002/frame001457-1581797296_109,images/rellis3d/00002/frame001457-1581797296_109.jpg,masks/rellis3d/00002/frame001457-1581797296_109.png,1.00000000
rellis3d/00002/frame001459-1581797296_309,rellis3d,train,train,00002/frame001459-1581797296_309,images/rellis3d/00002/frame001459-1581797296_309.jpg,masks/rellis3d/00002/frame001459-1581797296_309.png,1.00000000
rellis3d/00002/frame001461-1581797296_509,rellis3d,train,train,00002/frame001461-1581797296_509,images/rellis3d/00002/frame001461-1581797296_509.jpg,masks/rellis3d/00002/frame001461-1581797296_509.png,1.00000000
rellis3d/00002/frame001463-1581797296_709,rellis3d,train,train,00002/frame001463-1581797296_709,images/rellis3d/00002/frame001463-1581797296_709.jpg,masks/rellis3d/00002/frame001463-1581797296_709.png,1.00000000
rellis3d/00002/frame001465-1581797296_909,rellis3d,train,train,00002/frame001465-1581797296_909,images/rellis3d/00002/frame001465-1581797296_909.jpg,masks/rellis3d/00002/frame001465-1581797296_909.png,1.00000000
rellis3d/00002/frame001467-1581797297_109,rellis3d,train,train,00002/frame001467-1581797297_109,images/rellis3d/00002/frame001467-1581797297_109.jpg,masks/rellis3d/00002/frame001467-1581797297_109.png,1.00000000
rellis3d/00002/frame001469-1581797297_309,rellis3d,train,train,00002/frame001469-1581797297_309,images/rellis3d/00002/frame001469-1581797297_309.jpg,masks/rellis3d/00002/frame001469-1581797297_309.png,1.00000000
rellis3d/00002/frame001471-1581797297_509,rellis3d,train,train,00002/frame001471-1581797297_509,images/rellis3d/00002/frame001471-1581797297_509.jpg,masks/rellis3d/00002/frame001471-1581797297_509.png,1.00000000
rellis3d/00002/frame001473-1581797297_709,rellis3d,train,train,00002/frame001473-1581797297_709,images/rellis3d/00002/frame001473-1581797297_709.jpg,masks/rellis3d/00002/frame001473-1581797297_709.png,1.00000000
rellis3d/00002/frame001475-1581797297_909,rellis3d,train,train,00002/frame001475-1581797297_909,images/rellis3d/00002/frame001475-1581797297_909.jpg,masks/rellis3d/00002/frame001475-1581797297_909.png,1.00000000
rellis3d/00002/frame001477-1581797298_109,rellis3d,train,train,00002/frame001477-1581797298_109,images/rellis3d/00002/frame001477-1581797298_109.jpg,masks/rellis3d/00002/frame001477-1581797298_109.png,1.00000000
rellis3d/00002/frame001479-1581797298_309,rellis3d,train,train,00002/frame001479-1581797298_309,images/rellis3d/00002/frame001479-1581797298_309.jpg,masks/rellis3d/00002/frame001479-1581797298_309.png,1.00000000
